Row Number,MAC Address,Channel Name,Partial Service,Frequency (MHz),Modulation,Status,Tx Power (dBmV),Rx Power (dBmV),Attenuation (dB),MER (dB),SNR (dB),SNR Deviation (σ),CCER+CER (%),CER (%),Spectral Response (dB),Composite Equalization [NMTER] (dB),Group Response [PREMTTER] (dB),Echo Response [POSTMTTER] (dB),Deviation of Echo Response (σ),Latest Proactive Scan,Latest Outage Scan
3072,50:75:F1:F4:BD:DE,Integrated-Cable1/0/3-downstream6,none,639,QAM-256,Online,N/A,1.7,N/A,39.7,39.7,0,0,0,39,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3073,90:58:51:72:F7:94,Integrated-Cable1/0/3-downstream8,none,651,QAM-256,Online,N/A,-4.5,N/A,39.7,39.7,0.2,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3074,90:58:51:72:F7:94,Integrated-Cable1/0/3-downstream9,none,657,QAM-256,Online,N/A,-4.5,N/A,39.7,39.7,0.2,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3075,90:58:51:72:F7:94,Integrated-Cable1/0/3-downstream10,none,663,QAM-256,Online,N/A,-4.5,N/A,39.8,39.7,0.2,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3076,90:58:51:72:F7:94,Integrated-Cable1/0/3-downstream11,none,669,QAM-256,Online,N/A,-4.7,N/A,39.7,39.7,0.2,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3077,90:58:51:72:F7:94,Integrated-Cable1/0/3-downstream13,none,681,QAM-256,Online,N/A,-4.9,N/A,39.7,39.7,0.2,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3078,90:58:51:72:F7:94,Integrated-Cable1/0/3-downstream14,none,687,QAM-256,Online,N/A,-4.8,N/A,39.8,39.7,0.2,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3079,90:58:51:72:F7:94,Integrated-Cable1/0/3-downstream17,none,705,QAM-256,Online,N/A,-5,N/A,39.7,39.7,0.2,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3080,90:58:51:72:F7:94,Integrated-Cable1/0/3-downstream18,none,711,QAM-256,Online,N/A,-5.1,N/A,39.7,39.7,0.2,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3081,90:58:51:72:F7:94,Integrated-Cable1/0/3-downstream19,none,717,QAM-256,Online,N/A,-5,N/A,39.7,39.7,0.2,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3082,90:58:51:72:F7:94,Integrated-Cable1/0/3-downstream20,none,723,QAM-256,Online,N/A,-5.2,N/A,39.7,39.7,0.2,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3083,90:58:51:72:F7:94,Integrated-Cable1/0/3-downstream21,none,729,QAM-256,Online,N/A,-5.1,N/A,39.7,39.7,0.2,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3084,90:58:51:72:F7:94,Integrated-Cable1/0/3-downstream22,none,735,QAM-256,Online,N/A,-5.2,N/A,39.7,39.7,0.2,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3085,90:58:51:72:F7:94,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,-5.4,N/A,39.7,39.7,0.3,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3086,4C:12:65:FC:02:A5,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,-0.5,N/A,39.7,39.7,0.1,0.0011,0.0007,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3087,4C:12:65:FC:02:A5,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,-0.3,N/A,39.7,39.7,0.1,0.0011,0.0007,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3088,4C:12:65:FC:02:A5,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,-0.4,N/A,39.7,39.7,0.1,0.0012,0.0007,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3089,4C:12:65:FC:02:A5,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,-0.8,N/A,39.7,39.7,0.1,0.0011,0.0007,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3090,4C:12:65:FC:02:A5,Integrated-Cable1/0/3-downstream6,none,639,QAM-256,Online,N/A,-0.5,N/A,39.7,39.7,0.1,0.001,0.0006,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3091,4C:12:65:FC:02:A5,Integrated-Cable1/0/3-downstream7,none,645,QAM-256,Online,N/A,-0.6,N/A,39.7,39.7,0.1,0.001,0.0006,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3092,08:7E:64:40:66:2C,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,4.3,N/A,39.7,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3093,08:7E:64:40:66:2C,Integrated-Cable1/0/3-downstream6,none,639,QAM-256,Online,N/A,4.2,N/A,39.7,39.7,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3094,F4:C1:14:A8:CF:BC,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,-5.8,N/A,39.8,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3095,F4:C1:14:A8:CF:BC,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,-5.9,N/A,39.8,39.7,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3096,F4:C1:14:A8:CF:BC,Integrated-Cable1/0/3-downstream11,none,669,QAM-256,Online,N/A,-6.2,N/A,39.7,39.7,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3097,F4:C1:14:A8:CF:BC,Integrated-Cable1/0/3-downstream30,none,831,QAM-256,Online,N/A,-6.3,N/A,39.7,39.7,0.1,0,0,25,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3098,F4:C1:14:A8:CF:BC,Integrated-Cable1/0/3-downstream31,none,837,QAM-256,Online,N/A,-6.1,N/A,39.7,39.7,0.2,0,0,26,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3099,08:7E:64:3C:32:F4,Integrated-Cable1/0/3-downstream7,none,645,QAM-256,Online,N/A,0.1,N/A,39.7,39.7,0.4,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3100,08:7E:64:3C:32:F4,Integrated-Cable1/0/3-downstream25,none,801,QAM-256,Online,N/A,-0.6,N/A,39.8,39.7,0.4,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3101,08:7E:64:3C:32:F4,Integrated-Cable1/0/3-downstream26,none,807,QAM-256,Online,N/A,-0.7,N/A,39.7,39.7,0.4,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3102,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream28,none,819,QAM-256,Online,N/A,-1.6,N/A,39.7,39.7,0.3,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3103,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream29,none,825,QAM-256,Online,N/A,-1.6,N/A,39.7,39.7,0.4,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3104,98:52:4A:42:7D:24,Integrated-Cable1/0/0-downstream12,none,675,QAM-256,Online,N/A,-3.4,N/A,39.7,39.7,0.2,0.0002,0.0001,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3105,90:9D:7D:F4:B4:13,Integrated-Cable1/0/3-downstream21,none,729,QAM-256,Online,N/A,-2.7,N/A,39.7,39.7,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3106,90:9D:7D:F4:B4:13,Integrated-Cable1/0/3-downstream22,none,735,QAM-256,Online,N/A,-2.7,N/A,39.7,39.7,0.1,0,0,37,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3107,90:9D:7D:F4:B4:13,Integrated-Cable1/0/3-downstream23,none,741,QAM-256,Online,N/A,-2.4,N/A,39.7,39.7,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3108,98:77:E7:0F:6D:11,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,-4.5,N/A,39.7,39.7,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3109,98:77:E7:0F:6D:11,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,-4.3,N/A,39.7,39.7,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3110,98:77:E7:0F:6D:11,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,-4.5,N/A,39.6,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3111,98:77:E7:0F:6D:11,Integrated-Cable1/0/3-downstream14,none,687,QAM-256,Online,N/A,-4.5,N/A,39.7,39.7,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3112,98:77:E7:0F:6D:11,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,-4.2,N/A,39.8,39.7,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3113,98:9D:5D:4F:E5:BC,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,0.3,N/A,39.7,39.7,0.3,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3114,98:9D:5D:4F:E5:BC,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,0.1,N/A,39.7,39.7,0.3,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3115,98:9D:5D:4F:E5:BC,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,0.2,N/A,39.7,39.7,0.3,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3116,98:9D:5D:4F:E5:BC,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,0,N/A,39.7,39.7,0.3,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3117,98:9D:5D:4F:E5:BC,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,0,N/A,39.6,39.7,0.3,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3118,98:9D:5D:4F:E5:BC,Integrated-Cable1/0/3-downstream6,none,639,QAM-256,Online,N/A,0,N/A,39.6,39.7,0.3,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3119,F4:C1:14:9E:3A:14,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,0.1,N/A,39.8,39.7,0.3,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3120,F4:C1:14:9E:3A:14,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,0,N/A,39.7,39.7,0.3,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3121,F4:C1:14:9E:3A:14,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,0,N/A,39.7,39.7,0.3,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3122,F4:C1:14:9E:3A:14,Integrated-Cable1/0/3-downstream15,none,693,QAM-256,Online,N/A,-0.7,N/A,39.7,39.7,0.3,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3123,F4:C1:14:9E:3A:14,Integrated-Cable1/0/3-downstream17,none,705,QAM-256,Online,N/A,-0.7,N/A,39.7,39.7,0.3,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3124,F4:C1:14:9E:3A:14,Integrated-Cable1/0/3-downstream19,none,717,QAM-256,Online,N/A,-0.8,N/A,39.6,39.7,0.3,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3125,F4:C1:14:9E:3A:14,Integrated-Cable1/0/3-downstream20,none,723,QAM-256,Online,N/A,-0.8,N/A,39.7,39.7,0.3,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3126,F4:C1:14:9E:3A:14,Integrated-Cable1/0/3-downstream21,none,729,QAM-256,Online,N/A,-0.7,N/A,39.7,39.7,0.3,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3127,F4:C1:14:9E:3A:14,Integrated-Cable1/0/3-downstream23,none,741,QAM-256,Online,N/A,-0.9,N/A,39.6,39.7,0.3,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3128,F4:C1:14:9E:3A:14,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,-0.9,N/A,39.7,39.7,0.3,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3129,D0:6E:DE:8E:DD:E9,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,4,N/A,39.6,39.7,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3130,D0:6E:DE:8E:DD:E9,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,4,N/A,39.6,39.7,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3131,D0:6E:DE:8E:DD:E9,Integrated-Cable1/0/3-downstream7,none,645,QAM-256,Online,N/A,3.9,N/A,39.7,39.7,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3132,D0:6E:DE:8E:DD:E9,Integrated-Cable1/0/3-downstream9,none,657,QAM-256,Online,N/A,3.8,N/A,39.7,39.7,0.2,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3133,D0:6E:DE:8E:DD:E9,Integrated-Cable1/0/3-downstream10,none,663,QAM-256,Online,N/A,3.8,N/A,39.8,39.7,0.2,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3134,D0:6E:DE:8E:DD:E9,Integrated-Cable1/0/3-downstream11,none,669,QAM-256,Online,N/A,3.8,N/A,39.7,39.7,0.2,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3135,D0:6E:DE:72:7C:0F,Integrated-Cable1/0/3-downstream12,none,675,QAM-256,Online,N/A,3.3,N/A,39.8,39.7,0.2,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3136,44:D4:54:A0:E1:47,Integrated-Cable1/0/3-downstream12,none,675,QAM-256,Online,N/A,9.8,N/A,39.7,39.6,0.2,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3137,E4:C0:E2:13:0C:A9,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,6.1,N/A,39.6,39.6,0.2,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3138,E4:C0:E2:13:0C:A9,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,6.3,N/A,39.7,39.6,0.2,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3139,E4:C0:E2:13:0C:A9,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,6,N/A,39.6,39.6,0.2,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3140,3C:B7:4B:4A:B5:AC,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,-6.8,N/A,39.6,39.6,0,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3141,3C:B7:4B:4A:B5:AC,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,-6.9,N/A,39.5,39.6,0,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3142,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream8,none,651,QAM-256,Online,N/A,0.9,N/A,39.6,39.6,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3143,08:7E:64:3A:EF:3C,Integrated-Cable1/0/3-downstream30,none,831,QAM-256,Online,N/A,0.5,N/A,39.6,39.6,0.1,0,0,27,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3144,84:01:12:2E:49:68,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,3.2,N/A,39.6,39.6,0.2,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3145,84:01:12:2E:49:68,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,3.3,N/A,39.6,39.6,0.2,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3146,84:01:12:2E:49:68,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,3.3,N/A,39.6,39.6,0.2,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3147,84:01:12:2E:49:68,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,3.1,N/A,39.6,39.6,0.2,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3148,30:93:BC:C8:37:B1,Integrated-Cable1/0/3-downstream12,none,675,QAM-256,Online,N/A,0.1,N/A,39.6,39.6,0.4,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3149,90:58:51:73:3D:CC,Integrated-Cable1/0/3-downstream27,none,813,QAM-256,Online,N/A,-4.5,N/A,39.6,39.6,0.2,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3150,84:1E:A3:91:13:24,Integrated-Cable1/0/0-downstream29,none,825,QAM-256,Online,N/A,-0.3,N/A,39.7,39.6,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3151,84:1E:A3:91:13:24,Integrated-Cable1/0/0-downstream30,none,831,QAM-256,Online,N/A,-0.6,N/A,39.6,39.6,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3152,30:93:BC:C7:4D:D9,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,-1.4,N/A,39.7,39.6,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3153,30:93:BC:C7:4D:D9,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,-1.7,N/A,39.6,39.6,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3154,30:93:BC:C7:4D:D9,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,-2,N/A,39.6,39.6,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3155,30:93:BC:C7:4D:D9,Integrated-Cable1/0/3-downstream6,none,639,QAM-256,Online,N/A,-2.1,N/A,39.6,39.6,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3156,30:93:BC:C7:4D:D9,Integrated-Cable1/0/3-downstream7,none,645,QAM-256,Online,N/A,-2.1,N/A,39.6,39.6,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3157,30:93:BC:C7:4D:D9,Integrated-Cable1/0/3-downstream10,none,663,QAM-256,Online,N/A,-2.3,N/A,39.6,39.6,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3158,30:93:BC:C7:4D:D9,Integrated-Cable1/0/3-downstream14,none,687,QAM-256,Online,N/A,-2.7,N/A,39.5,39.6,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3159,30:93:BC:C7:4D:D9,Integrated-Cable1/0/3-downstream16,none,699,QAM-256,Online,N/A,-2.6,N/A,39.6,39.6,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3160,30:93:BC:C7:4D:D9,Integrated-Cable1/0/3-downstream17,none,705,QAM-256,Online,N/A,-2.6,N/A,39.6,39.6,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3161,30:93:BC:C7:4D:D9,Integrated-Cable1/0/3-downstream19,none,717,QAM-256,Online,N/A,-2.6,N/A,39.6,39.6,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3162,30:93:BC:C7:4D:D9,Integrated-Cable1/0/3-downstream22,none,735,QAM-256,Online,N/A,-2.6,N/A,39.6,39.6,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3163,30:93:BC:C7:4D:D9,Integrated-Cable1/0/3-downstream23,none,741,QAM-256,Online,N/A,-2.7,N/A,39.6,39.6,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3164,58:2F:F7:0C:B3:A2,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,-1.9,N/A,39.6,39.6,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3165,58:2F:F7:0C:B3:A2,Integrated-Cable1/0/3-downstream10,none,663,QAM-256,Online,N/A,-2.3,N/A,39.6,39.6,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3166,58:2F:F7:0C:B3:A2,Integrated-Cable1/0/3-downstream13,none,681,QAM-256,Online,N/A,-2.6,N/A,39.6,39.6,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3167,58:2F:F7:0C:B3:A2,Integrated-Cable1/0/3-downstream14,none,687,QAM-256,Online,N/A,-2.5,N/A,39.6,39.6,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3168,F4:C1:14:E8:15:5C,Integrated-Cable1/0/3-downstream14,none,687,QAM-256,Online,N/A,-0.5,N/A,39.6,39.6,0.2,0.0005,0.0003,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3169,F4:C1:14:E8:15:5C,Integrated-Cable1/0/3-downstream15,none,693,QAM-256,Online,N/A,-0.8,N/A,39.6,39.6,0.2,0.0006,0.0003,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3170,F4:C1:14:E8:15:5C,Integrated-Cable1/0/3-downstream17,none,705,QAM-256,Online,N/A,-0.7,N/A,39.7,39.6,0.2,0.0004,0.0002,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3171,F4:C1:14:E8:15:5C,Integrated-Cable1/0/3-downstream18,none,711,QAM-256,Online,N/A,-0.5,N/A,39.6,39.6,0.2,0.0004,0.0003,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3172,F4:C1:14:E8:15:5C,Integrated-Cable1/0/3-downstream19,none,717,QAM-256,Online,N/A,-0.8,N/A,39.6,39.6,0.2,0.0004,0.0003,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3173,F4:C1:14:E8:15:5C,Integrated-Cable1/0/3-downstream21,none,729,QAM-256,Online,N/A,-1,N/A,39.6,39.6,0.2,0.0004,0.0002,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3174,F4:C1:14:E8:15:5C,Integrated-Cable1/0/3-downstream27,none,813,QAM-256,Online,N/A,-1,N/A,39.7,39.6,0.1,0.0002,0.0001,26,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
